Time,Type of Transaction,Age,Fraud
18,POS,39.6,0
20,ATM,45.6,0
11,POS,45.7,0
2,Online,30.8,1
23,POS,51.5,0
21,POS,38,0
7,ATM,56.7,0
13,ATM,62.9,0
21,POS,37.5,0
11,POS,37.5,0
8,ATM,34.4,0
8,POS,52,0
15,Online,62.6,0
17,ATM,35,0
11,ATM,45.1,0
22,POS,60.5,0
11,POS,44.2,0
7,Online,35.7,0
6,ATM,46,1
7,ATM,42.8,0
18,ATM,51.3,0
20,Online,55.7,0
9,ATM,34.2,0
7,ATM,59.3,0
23,ATM,34.8,0
13,Online,64.1,1
17,Online,53.3,0
12,POS,53.6,0
13,POS,44.4,0
21,ATM,39,0
22,POS,28.8,0
20,POS,39.8,0
9,POS,53.8,0
23,Online,30.6,0
12,ATM,51.8,0
3,Online,45.7,1
18,ATM,32.4,0
15,Online,31.2,0
9,ATM,50.4,0
17,ATM,51.3,0
21,POS,39.6,0
21,ATM,43.4,0
7,POS,54,0
14,ATM,44.1,0
11,ATM,28,0
11,POS,43.4,0
12,POS,42.4,0
15,POS,39.5,0
13,POS,43.8,0
7,POS,36.3,0
13,Online,45.7,0
17,ATM,54.8,0
10,ATM,57.9,0
9,POS,47.1,0
11,Online,52.5,0
12,Online,48.4,0
14,POS,36.3,0
16,POS,47.1,0
13,POS,58.2,0
15,POS,33.4,0
16,Online,39.9,1
10,ATM,47.4,0
21,POS,54.4,0
12,Online,43.8,0
16,Online,38.7,0
12,POS,37.7,0
20,POS,39.3,0
21,Online,57.4,0
13,ATM,43.2,0
20,Online,27.3,0
14,POS,57.2,0
19,POS,49.3,0
12,POS,54.1,0
15,Online,40.4,0
16,ATM,57,0
10,POS,48.9,0
22,Online,42.1,0
8,ATM,61.3,0
14,ATM,43.6,0
20,Online,47.9,0
20,POS,56.2,0
13,ATM,49.5,0
4,Online,55.3,1
7,Online,40.8,0
7,ATM,47.6,0
17,POS,44.2,1
10,ATM,32.5,0
10,ATM,49.1,0
12,POS,40.9,0
21,POS,47.2,0
7,POS,47,0
19,POS,37.3,0
15,Online,51.8,0
16,POS,42.2,0
23,ATM,39.3,0
9,ATM,49.2,0
19,POS,42.9,0
7,ATM,44.8,0
7,Online,57.3,0
14,ATM,52,0
7,Online,38.2,0
22,POS,38.1,0
13,ATM,50.5,0
17,ATM,39.4,0
15,ATM,37.9,0
23,Online,41.9,0
13,ATM,44.5,0
23,Online,42.1,0
13,ATM,41.9,0
23,POS,54.6,0
10,ATM,52.5,0
18,ATM,46.9,0
8,POS,42.7,0
16,Online,61.1,0
8,ATM,47.2,0
9,Online,38.6,0
16,ATM,40.8,0
14,Online,45.6,0
14,ATM,42.9,0
20,POS,53.1,1
9,Online,43,0
22,Online,34.7,0
10,Online,42.2,0
17,POS,57,0
13,Online,43.4,0
19,Online,50.2,0
17,ATM,39,0
22,POS,41.5,0
8,Online,38.5,0
13,ATM,44.8,0
8,ATM,42.7,0
13,Online,56,0
13,POS,55,0
16,Online,41.7,0
2,ATM,41.5,1
11,POS,33,0
7,Online,49.8,0
13,ATM,48,0
8,Online,44,0
20,ATM,54.3,0
15,Online,56.3,1
10,ATM,48.2,0
7,POS,37,0
10,ATM,32.5,0
14,POS,46.6,0
13,ATM,41.5,0
12,POS,45.8,0
23,POS,64.1,0
14,Online,45.8,0
20,ATM,46.6,0
16,Online,43.7,0
4,POS,59,1
14,Online,46.2,0
9,POS,46.8,0
16,ATM,61.4,0
13,Online,45,0
18,POS,33.1,0
13,ATM,49.9,0
20,Online,30.5,0
23,Online,47.4,0
23,ATM,58.2,0
16,ATM,43.7,0
20,POS,40.8,0
18,Online,39.1,0
15,POS,40.5,0
10,POS,52.1,0
22,ATM,56.5,0
13,POS,31.6,0
7,Online,49.9,0
10,ATM,63,0
12,POS,45.2,0
22,Online,48.7,0
20,Online,44.8,0
21,ATM,47.4,0
20,POS,49.9,0
8,ATM,50.3,0
11,Online,49.9,0
21,POS,37.6,0
8,POS,36.1,0
13,POS,54.8,0
22,POS,42.5,1
20,Online,31.1,0
19,Online,50.7,0
22,Online,45.9,0
12,ATM,40.9,0
14,Online,43.2,0
7,ATM,19.3,0
6,POS,44.9,1
21,Online,57.7,0
3,POS,41.6,1
18,POS,51.5,0
15,ATM,54.5,0
22,Online,28.5,0
23,ATM,47.7,0
18,Online,42.9,0
18,POS,35.9,0
7,Online,36.2,0
19,ATM,29.9,0
15,ATM,34.6,0
7,ATM,29.9,0
17,ATM,52.5,0
10,Online,36.4,0
18,POS,45.3,0
14,POS,47.1,0
19,POS,47.1,0
9,ATM,43.7,0
8,ATM,59,0
8,Online,40.3,0
12,POS,36.4,0
15,POS,53.5,0
12,Online,34.7,0
22,ATM,36.8,0
22,ATM,60,0
9,Online,51.3,0
9,ATM,51.2,0
18,ATM,40.7,0
19,ATM,33.1,0
9,POS,33.1,0
21,ATM,40.5,0
13,POS,43.8,0
11,ATM,29.2,0
18,ATM,56.2,0
22,POS,56.6,0
12,Online,59.7,1
23,POS,53.3,0
19,Online,35,0
23,POS,43.4,0
16,POS,48.4,0
11,Online,47.7,0
9,POS,44.7,0
14,Online,42.7,0
8,POS,48.8,0
11,ATM,51.2,0
15,POS,34.3,0
23,Online,24.2,0
22,ATM,45.3,0
17,Online,48.9,0
18,POS,39.5,0
10,ATM,41.6,0
12,Online,46.7,1
18,POS,32.6,0
22,ATM,55.8,0
13,Online,32.3,0
20,ATM,21.7,0
8,ATM,39.2,0
22,POS,31.1,1
22,POS,40.9,0
22,ATM,42.5,0
10,Online,54.3,0
14,POS,49.5,0
9,Online,32.9,0
16,POS,47.2,0
10,ATM,26.5,0
22,ATM,46.4,0
9,ATM,51.9,0
20,ATM,40.7,0
7,POS,62.1,1
12,ATM,33.5,0
21,Online,52.2,0
19,POS,48.3,0
13,ATM,48,0
15,POS,45.3,0
10,ATM,57.3,0
10,Online,54.3,0
11,POS,32.5,0
13,Online,42.9,0
15,Online,17.1,0
15,ATM,28.9,0
20,Online,36,0
14,ATM,31.3,0
1,ATM,58.7,1
11,ATM,40.7,0
13,POS,38.7,0
21,Online,52.4,0
14,ATM,33.4,0
11,POS,52.3,0
11,Online,32.6,0
22,POS,29,0
7,POS,37.1,0
9,Online,52.2,0
20,ATM,55.5,0
12,ATM,29.5,0
14,Online,53.8,0
22,POS,50.1,0
20,POS,39.4,0
21,Online,52.2,0
21,ATM,40.2,0
17,Online,54.4,0
12,ATM,32.8,0
18,POS,23.3,0
20,Online,52.4,0
8,Online,25.4,0
16,POS,29.4,0
9,ATM,33.4,0
10,ATM,35.5,0
11,POS,59.4,0
12,POS,45.5,0
22,Online,26,0
12,Online,49.8,0
23,POS,40.8,0
16,POS,44.4,0
23,POS,30.8,0
12,POS,55.7,0
21,POS,57.3,0
11,ATM,51.9,0
14,Online,28.4,0
9,ATM,30.1,0
20,POS,51.2,0
10,ATM,33.5,0
22,POS,47.5,0
9,POS,57.5,0
19,ATM,42.4,0
22,ATM,34,0
12,ATM,46.6,0
17,Online,40.7,0
13,Online,51.3,0
7,POS,38.5,0
18,POS,35.9,0
13,POS,48,0
17,ATM,41.6,0
10,ATM,34,0
9,POS,46.9,0
13,POS,59.5,0
23,POS,42.8,0
14,ATM,29.6,0
14,ATM,50.5,0
18,ATM,24.8,1
12,Online,60.7,1
10,POS,48.1,0
9,ATM,26,0
7,POS,35.1,0
13,ATM,51.2,0
12,ATM,35.3,0
21,ATM,72.7,0
17,ATM,48.8,0
15,ATM,46.9,0
11,POS,52,0
19,ATM,38.8,0
20,ATM,44.2,0
23,Online,55.1,0
7,ATM,43.9,0
23,POS,40.9,0
13,POS,65.9,0
13,ATM,41.1,0
3,POS,52.6,1
10,Online,42.9,0
19,POS,29.4,0
12,POS,43.9,1
20,Online,57.7,0
15,Online,46.9,0
13,POS,38.4,0
9,ATM,32.2,0
10,ATM,37.1,0
16,ATM,51.9,0
16,Online,41.2,0
15,Online,31.9,1
20,POS,26.9,0
9,Online,34.3,0
20,POS,37.8,0
10,Online,33.1,0
20,Online,47.6,0
16,POS,47.5,0
20,POS,43.5,0
11,ATM,43.3,0
7,POS,50.6,0
19,Online,50.7,0
7,POS,37.3,0
11,Online,49.9,0
19,ATM,38.9,0
10,ATM,43.7,0
7,POS,46.1,0
14,POS,41.8,0
8,POS,38.8,0
8,POS,39.9,0
18,POS,55.5,0
5,ATM,38.8,1
8,Online,42.6,0
23,ATM,68.2,0
23,Online,53.6,0
23,Online,37.5,1
23,Online,33.5,0
15,POS,46.6,0
16,ATM,36.2,0
15,POS,46.7,0
8,POS,37.8,0
7,Online,33.2,0
23,POS,45,0
20,ATM,65,0
14,Online,49.8,0
16,Online,49.4,0
12,ATM,37.3,0
7,Online,43.6,0
19,POS,46.9,0
13,POS,50.2,1
18,ATM,34.4,0
4,Online,41.3,1
19,Online,49.2,0
12,ATM,51.2,0
7,Online,45.7,0
23,ATM,51.4,0
21,Online,40.4,0
7,POS,36.1,0
9,Online,41.1,0
11,ATM,39.8,0
9,ATM,31.7,0
8,POS,40.1,0
14,Online,45.3,0
19,ATM,34.2,0
16,Online,48.3,0
17,ATM,50.7,0
16,POS,42.8,0
7,POS,38.1,0
20,POS,43.9,0
7,Online,32.6,0
10,ATM,53.7,0
22,ATM,51.1,0
9,POS,52.9,0
20,ATM,43.6,0
7,POS,51.6,1
9,ATM,42.8,0
12,ATM,54,0
18,ATM,43.5,0
17,ATM,39.5,0
20,ATM,49.9,0
20,POS,44,0
17,Online,28.7,0
15,POS,46.2,0
10,POS,42.5,0
10,POS,56.8,0
20,POS,59.4,0
15,Online,37.6,0
20,ATM,55,0
11,Online,36.6,0
21,POS,51,0
17,Online,35.3,1
13,POS,59.2,0
7,POS,43.6,0
7,Online,57,0
11,Online,48.9,0
22,POS,39.4,0
15,ATM,40.4,0
11,ATM,55.5,0
11,ATM,30.3,0
15,ATM,46.3,0
12,POS,54.8,0
18,Online,58.8,0
18,ATM,56.1,0
14,ATM,49.6,0
15,ATM,49.6,0
12,ATM,55.1,0
14,Online,31.2,0
0,Online,45.1,1
8,ATM,49.1,0
13,Online,41.4,0
20,POS,51.6,0
22,Online,49.9,0
10,POS,47.5,0
18,ATM,56.6,0
14,ATM,46,1
22,Online,53.6,0
17,ATM,35.3,0
7,POS,44.4,0
5,ATM,55.8,1
10,ATM,55.3,0
12,ATM,36.9,0
14,POS,34.1,0
11,POS,64.6,0
14,POS,47.6,0
10,POS,39.3,0
10,ATM,49.9,0
17,ATM,31.2,0
11,ATM,30.8,0
7,ATM,42.3,0
18,Online,38.8,0
11,Online,52.9,0
13,ATM,44.7,0
11,ATM,49,0
17,POS,55.3,0
20,POS,44.7,0
11,ATM,45.1,0
17,ATM,46.5,0
14,POS,37.4,0
17,POS,56,0
14,Online,44.4,0
8,Online,28.3,0
12,POS,59.2,0
10,POS,23.6,0
22,ATM,46.6,0
12,Online,48.1,0
15,Online,30.7,0
18,POS,43.3,0
13,ATM,65.6,0
21,POS,50.7,0
15,POS,43.6,0
9,ATM,47.1,0
18,ATM,37.4,0
21,Online,53.6,0
12,ATM,40.1,0
20,POS,39,0
15,POS,39.1,0
17,ATM,19.1,0
11,ATM,45.4,0
15,ATM,56.9,0
15,POS,32.6,0
12,POS,50.3,0
13,Online,33.4,0
22,POS,46.8,0
15,POS,40.4,0
16,ATM,36.9,0
16,Online,52.8,0
12,POS,40.9,0
10,Online,52.6,0
18,ATM,44.9,0
13,POS,60.1,1
7,ATM,44.8,0
21,POS,46,0
22,ATM,51.7,1
10,ATM,50.3,1
8,Online,56.1,0
15,POS,39,0
16,ATM,52.8,0
22,POS,50.1,0
10,ATM,41.8,0
1,Online,66.1,1
19,POS,40,0
20,ATM,49.4,0
20,Online,24.8,0
8,POS,35,0
21,Online,38.4,0
10,POS,35.1,0
21,POS,53.8,0
15,Online,40.4,0
23,Online,45.8,1
10,POS,36.6,0
7,ATM,58.1,0
14,ATM,31.9,0
5,POS,46.9,1
17,POS,30.3,0
8,POS,50.7,0
11,Online,37.4,0
7,Online,51.5,0
19,POS,50.5,0
17,Online,42.4,0
22,POS,46.8,0
1,Online,51,1
16,POS,27.8,0
9,POS,48.5,0
15,POS,56.3,0
21,Online,77.5,0
16,POS,47.7,0
11,POS,45.6,0
11,ATM,53.7,0
23,ATM,50.9,0
20,Online,43,0
17,ATM,57.5,0
17,POS,33.7,0
16,POS,42.6,0
11,Online,36.2,0
8,ATM,67.4,0
14,POS,33.2,0
9,ATM,58.6,0
12,POS,60.4,0
12,POS,49.5,0
9,POS,49.2,0
20,POS,30,0
13,ATM,53.6,0
15,Online,29.5,0
11,ATM,59.8,0
21,POS,39.8,0
23,ATM,47.5,0
13,ATM,33.7,0
23,POS,53.4,0
9,ATM,71.2,0
13,POS,49.4,0
7,Online,30.6,0
15,Online,46.8,0
2,POS,30.7,1
23,ATM,55.9,0
17,ATM,65.1,0
17,Online,50.8,0
14,Online,28.9,0
12,POS,59.5,0
9,Online,36.6,0
8,ATM,61.1,0
14,ATM,56.3,0
13,ATM,35.3,1
13,POS,52.7,0
10,POS,35.9,0
23,ATM,53.2,0
13,ATM,39.3,0
20,Online,28,0
18,ATM,42.5,0
12,POS,50.1,0
12,ATM,29.1,0
11,POS,58.2,0
12,Online,35.5,0
10,POS,51,0
22,Online,44.8,0
9,POS,38.3,0
20,Online,59.6,0
20,Online,32.6,0
15,ATM,50.5,0
8,ATM,29.9,0
17,Online,59.6,0
10,POS,35.3,0
11,Online,40.6,0
11,ATM,46.4,0
11,POS,48.3,0
14,Online,37.5,1
13,ATM,37.6,0
10,Online,47.2,0
10,Online,43,0
17,Online,39.4,1
16,ATM,53.9,0
19,POS,45.9,0
11,ATM,45.1,0
20,ATM,29.8,0
22,ATM,62.8,0
18,POS,49.4,0
15,POS,47.1,1
19,POS,35.5,0
18,Online,39.9,0
21,POS,37.3,0
15,POS,56.7,0
14,ATM,29.1,0
21,Online,54.8,0
21,ATM,52.1,0
17,Online,27.6,0
21,Online,30.1,0
10,POS,54.8,0
13,ATM,38,0
21,POS,45.4,0
23,Online,44.5,0
9,ATM,42.2,0
23,POS,43.6,0
17,Online,37.4,0
23,POS,39.7,0
22,POS,42.3,0
11,POS,52.5,0
16,Online,29.3,0
16,Online,32,0
17,Online,28.1,0
11,Online,33.5,0
4,POS,41.8,1
12,POS,66.2,0
13,ATM,52.6,0
16,ATM,51,0
14,ATM,42.6,0
17,ATM,41.1,0
16,ATM,56.2,0
23,Online,45.8,0
6,POS,57.7,1
14,POS,66.5,0
16,ATM,47,0
16,ATM,46.9,0
10,POS,53.5,0
23,Online,40.1,0
18,Online,32.4,0
8,ATM,56.2,0
8,Online,42.7,0
17,POS,49.3,0
10,Online,25.2,0
15,Online,27.3,0
14,POS,51.1,0
20,Online,17.8,0
17,Online,39.9,0
16,ATM,57.4,0
10,ATM,40.1,0
11,Online,61.8,0
8,ATM,48.6,0
8,Online,36.1,0
21,Online,62.2,0
10,POS,48.9,0
14,ATM,52,0
7,POS,39.5,0
23,Online,46.8,0
19,Online,41.9,0
11,ATM,34.8,0
19,POS,28.4,0
11,POS,36.4,0
11,POS,54.9,0
11,POS,43.9,0
18,Online,54.3,0
11,ATM,42.9,0
7,ATM,57.4,0
22,ATM,61.7,0
16,Online,57.2,0
9,Online,45.4,0
16,Online,43.8,0
13,POS,46,0
10,Online,44.4,0
17,ATM,41.4,0
18,Online,25.4,0
9,Online,41.6,0
16,ATM,55.3,0
7,POS,39.4,0
7,ATM,43.6,0
3,POS,44.2,1
19,POS,52,0
23,Online,18.9,0
22,ATM,62,0
23,ATM,35.2,0
9,ATM,34.6,0
19,ATM,43.4,0
19,ATM,63.4,0
10,POS,54,0
3,ATM,47.7,1
13,Online,51.8,0
13,POS,45.3,0
17,POS,43.9,0
19,POS,50.7,0
15,ATM,38.4,0
9,Online,31.5,0
15,Online,39.8,0
20,POS,42.8,0
18,Online,43.5,0
17,Online,23.2,0
16,Online,59.1,0
17,POS,43.7,0
7,Online,35.6,0
23,ATM,28.8,0
11,ATM,56.4,0
21,ATM,58.5,0
17,POS,34.7,0
17,ATM,60.7,0
15,ATM,59.1,0
14,POS,44.4,0
19,ATM,55.6,0
23,ATM,29.4,0
8,POS,45.2,0
16,POS,61.3,0
14,Online,48.6,0
9,Online,34.1,0
16,POS,61.3,0
15,ATM,54.4,0
18,ATM,52.2,0
9,POS,54.2,0
23,ATM,57.4,0
7,ATM,20.9,0
6,Online,35.2,1
12,POS,41,0
9,Online,45.1,0
21,POS,32.8,0
15,POS,42.4,0
18,Online,19.6,0
9,ATM,52.9,0
12,ATM,39.5,0
17,ATM,42.5,0
11,ATM,42.6,0
15,POS,61.2,0
18,POS,38.1,0
22,POS,63.5,0
9,ATM,33,0
18,ATM,33.4,0
3,Online,57.5,1
13,Online,36.5,0
8,Online,53.7,0
16,POS,46.7,0
22,ATM,37.5,0
18,Online,35.5,0
16,Online,37.5,0
11,ATM,51.2,0
16,Online,51.2,0
20,ATM,51.7,0
15,POS,43,0
9,Online,66.9,0
20,POS,50.8,1
22,POS,48.2,0
22,POS,52.3,0
17,Online,45.9,0
23,Online,26.6,0
17,POS,52,0
16,Online,33.8,0
21,ATM,41.8,0
10,Online,36,0
12,Online,53.1,0
10,POS,49,0
20,POS,47,0
10,POS,51.5,0
22,ATM,53.4,0
12,Online,52.5,0
10,POS,50,0
14,Online,29.2,0
21,Online,48,0
12,Online,31.5,0
13,Online,47.1,0
7,ATM,55.7,0
14,ATM,48.2,0
14,POS,60.6,0
11,Online,33.4,0
19,ATM,53.8,0
7,POS,34.5,0
9,ATM,38.1,0
12,POS,41.8,0
9,ATM,46.8,0
9,POS,63.7,0
12,POS,38,0
13,ATM,24,0
8,ATM,56,0
22,ATM,40,0
11,ATM,51.1,0
21,Online,50.5,0
8,POS,73.7,0
20,Online,41.1,0
10,ATM,38.4,0
8,POS,39.2,0
13,POS,50.3,1
5,Online,47,1
21,POS,44.9,0
21,Online,57.8,0
22,Online,55.4,0
18,Online,41.5,0
21,POS,57,0
9,ATM,44.2,0
21,POS,40.5,0
18,POS,35.7,0
23,POS,51,0
23,POS,48.5,0
19,Online,32.9,0
20,POS,80.4,0
13,ATM,31.8,0
22,ATM,42.2,0
22,POS,39.7,0
13,POS,48.2,0
20,ATM,37.5,0
13,ATM,37.9,0
7,POS,36.7,1
16,Online,62,0
14,POS,32,0
9,POS,57.5,0
17,POS,43.4,0
20,ATM,34.6,0
21,ATM,36.6,0
1,ATM,72.6,1
21,Online,32.1,0
12,ATM,53.4,0
14,Online,50.9,0
10,POS,29.7,0
16,ATM,23.9,0
7,Online,49.2,0
20,ATM,41.5,0
10,ATM,48.8,0
9,ATM,36.2,0
16,ATM,58.8,0
13,Online,40,0
10,POS,50.7,0
23,Online,52.3,0
11,Online,41.7,0
23,ATM,51.6,0
15,Online,32.1,0
15,ATM,33.9,0
3,Online,28,1
13,POS,43.8,0
17,ATM,39.5,0
21,POS,53.1,0
4,Online,31.7,1
14,Online,54.2,0
14,Online,27.3,0
20,POS,51.1,1
22,Online,35.2,0
20,POS,45.3,0
15,ATM,44.1,0
20,Online,51.2,0
12,ATM,40.3,0
11,ATM,49.1,0
7,POS,59.5,0
12,POS,49.6,0
22,Online,48.5,0
10,Online,49.1,0
8,POS,47.5,0
19,Online,42.4,0
17,Online,56.6,0
16,ATM,48.7,0
16,ATM,45.8,0
3,ATM,48.4,1
18,Online,44.5,0
14,ATM,42.2,0
9,Online,34.3,0
15,ATM,34.4,0
22,Online,50.6,0
23,Online,52.2,0
21,ATM,48.6,0
3,ATM,48.3,1
20,POS,60.9,0
22,POS,35.2,0
13,Online,48.4,0
23,ATM,39.9,0
11,Online,26.3,0
18,Online,46.9,0
21,POS,44.9,0
7,Online,63.1,0
12,Online,42.5,0
13,POS,43.5,0
17,ATM,54.3,0
13,Online,32,0
18,POS,32.8,0
20,POS,48.1,0
20,Online,62.3,0
12,Online,51.4,0
11,Online,69.8,0
11,POS,40.2,0
11,POS,40.8,0
11,Online,37.8,0
12,Online,48.6,0
7,ATM,51.8,0
22,POS,46.6,0
16,POS,58.9,0
13,Online,50.9,0
10,Online,56.8,0
7,Online,30.4,0
17,Online,22.1,0
16,ATM,47.4,0
23,Online,34.4,0
7,POS,33.5,0
10,Online,29.1,0
16,ATM,35.6,0
23,Online,41.8,0
15,Online,47.6,0
11,POS,54.9,0
10,Online,30.1,0
19,Online,44.9,0
17,Online,52.7,0
16,POS,43.8,0
15,Online,22,0
14,ATM,44.5,0
16,Online,46.7,0
17,ATM,53,0
19,POS,38,0
22,ATM,44.9,0
22,Online,32.9,0
17,Online,57.7,0
16,Online,37.7,1
23,POS,30.5,0
14,POS,40.5,1
14,Online,51.7,0
11,Online,51.3,0
22,POS,36.9,0
14,ATM,46.9,0
22,Online,60.9,0
14,Online,30.8,0
13,POS,58,0
21,ATM,35.4,0
16,ATM,46.5,0
16,ATM,57.1,0
14,Online,49.1,0
7,Online,54.5,0
18,POS,38.8,0
23,ATM,33.3,0
16,ATM,40,0
15,ATM,63.6,0
20,Online,54.9,0
20,POS,46.2,0
20,Online,56.6,0
15,Online,29,0
3,Online,38.8,1
19,ATM,16.8,0
15,POS,64.2,0
16,POS,30.6,0
17,ATM,47.4,0
8,ATM,37.4,0
11,ATM,44.3,0
19,Online,50.1,0
20,POS,39,0
11,ATM,34,0
8,ATM,42.5,0
7,POS,24,0
12,Online,49.2,0
16,Online,30.4,0
22,POS,47.5,0
13,POS,57.2,0
7,ATM,36.3,0
11,Online,38.4,1
16,Online,33.4,0
12,POS,46,0
11,POS,41,0
15,POS,37.1,0
7,POS,68.6,0
8,ATM,22.7,0
10,ATM,36.7,0
16,Online,35.9,0
13,POS,30,0
16,ATM,38.3,0
9,ATM,33.8,0
13,Online,65.3,0
23,ATM,44.4,0
17,POS,66.3,0
19,Online,50.8,0
11,POS,48.5,0
19,ATM,58.6,0
12,Online,28.5,0
4,Online,41.4,1
10,ATM,27,0
23,POS,39.7,0
21,Online,39.4,0
19,Online,51,0
14,Online,39.4,0
20,ATM,51,0
21,ATM,54.2,0
13,ATM,36.4,1
16,ATM,43.7,0
8,POS,55.3,0
19,Online,52.5,0
21,POS,34.3,0
11,ATM,34.9,0
14,Online,46.3,0
21,Online,54.5,0
20,POS,47.7,0
22,POS,51.6,0
16,Online,54.2,0
8,ATM,54.7,0
19,POS,57.9,0
7,Online,31.6,0
10,Online,37.6,0
20,POS,17,0
18,ATM,52.8,0
10,Online,60.4,0
14,ATM,43.1,1
7,Online,44.6,0
18,ATM,48.5,0
20,ATM,48.9,0
18,ATM,48.6,0
22,Online,41.5,1
13,POS,51.8,0
22,ATM,27.5,0
11,POS,30.3,0
11,ATM,41.3,0
10,POS,53.2,0
20,Online,46.3,0
14,Online,46,0
9,ATM,40,0
9,POS,43.6,0
9,POS,42.9,0
22,Online,45.3,0
7,ATM,53,0
19,ATM,45.1,0
2,ATM,52.9,1
12,ATM,46.6,0
7,ATM,56.6,0
20,ATM,62,0
19,Online,66.9,0
21,POS,62.7,1
20,ATM,45.1,0
1,Online,45.6,1
13,Online,48.6,0
12,ATM,29.1,0
22,ATM,38.6,0
12,POS,26.7,0
13,POS,55.9,0
13,Online,32.8,0
9,ATM,45.6,0
13,ATM,36,0
19,ATM,47.3,0
23,Online,52.9,0
23,POS,58.8,0
23,POS,51.1,0
14,POS,51,0
13,POS,37.5,0
10,POS,32.4,0
23,Online,39.3,0
16,POS,27.7,0
17,POS,53.6,0
20,ATM,35.3,0
20,POS,45.9,0
23,Online,54.4,0
12,Online,42.3,0
17,ATM,47.2,0
4,POS,33,1
12,POS,48,0
23,Online,47.8,0
21,POS,43.5,0
21,POS,56.5,0
19,ATM,29.3,0
12,Online,47.2,0
18,ATM,43.7,0
17,ATM,42.7,0
16,POS,52.1,0
11,ATM,36.3,0
18,Online,33.1,0
13,Online,49.1,0
13,ATM,52.6,0
18,Online,44.8,0
11,Online,55.2,0
15,Online,47.2,0
15,ATM,49.9,0
13,Online,42.5,0
16,ATM,44.3,0
19,POS,50.9,0
18,Online,32.7,0
14,POS,51.6,0
16,ATM,61.8,0
11,POS,45.3,0
18,ATM,35.8,1
13,Online,54.6,0
14,POS,31.5,0
13,Online,53.9,0
23,POS,29.3,0
15,POS,46.3,0
9,ATM,52.2,0
18,POS,51.1,0
14,Online,39,0
21,POS,64.6,1
11,Online,43,0
9,Online,50.6,0
14,ATM,48,0
13,ATM,45.3,0
11,ATM,60,0
16,Online,43.7,0
20,POS,62,0
15,POS,55.7,0
17,Online,53.4,0
9,POS,57.1,0
9,POS,40.7,0
14,ATM,50.7,0
22,POS,51.8,0
22,ATM,27.6,0
22,POS,49,0
9,POS,43.7,0
22,Online,48.5,0
17,ATM,46.2,0
4,POS,46.7,1
17,ATM,60.6,0
20,POS,44.8,0
10,Online,52.3,0
14,ATM,39.3,0
19,POS,44.6,0
7,ATM,64.2,0
20,ATM,54.6,0
21,Online,37,0
10,Online,37.5,0
14,Online,44.6,0
11,ATM,39.2,0
23,POS,51.3,0
21,Online,59,0
17,ATM,42.1,0
15,Online,25.8,0
15,POS,44.6,0
11,ATM,51.9,0
13,Online,58.6,0
15,ATM,61.9,0
19,ATM,48.8,0
18,ATM,41.4,0
16,ATM,29.7,0
12,POS,55.6,0
14,ATM,33.5,0
21,Online,49.4,0
15,POS,57.9,0
9,Online,40.2,0
18,POS,34.8,0
20,ATM,53,0
17,POS,41.7,0
14,POS,36.5,0
14,ATM,47.5,0
18,ATM,34.2,0
14,ATM,38.2,0
22,POS,44.6,0
17,POS,80.7,0
20,Online,45.5,0
18,POS,40.6,0
21,Online,42.7,0
15,ATM,49.9,0
9,ATM,52.2,0
18,POS,48.6,1
9,POS,50.2,0
23,POS,49.6,0
8,POS,33.5,0
7,POS,37.5,0
16,Online,51.2,0
12,ATM,40,0
8,ATM,41.1,0
23,Online,56.7,0
8,ATM,54,0
13,POS,46.7,0
18,ATM,27.2,0
10,ATM,40,0
20,Online,50.9,0
13,ATM,31.9,0
7,Online,51.2,0
22,ATM,54.2,0
15,Online,53.1,0
18,ATM,22.2,0
10,POS,39.3,0
17,ATM,44,0
13,POS,39.7,0
17,POS,44.4,0
18,POS,42.2,0
11,ATM,37.8,0
7,POS,48,1
12,Online,43.3,0
19,Online,42.8,0
8,Online,18.3,0
19,POS,58.4,0
17,Online,39,0
12,Online,46.7,0
14,POS,38.3,0
23,POS,32.5,0
8,Online,51.4,0
7,Online,32.2,0
14,Online,54.2,0
18,Online,48.8,0
11,ATM,71.2,0
20,POS,45,0
21,POS,42.5,0
14,Online,37.3,0
11,POS,48.3,0
9,POS,49.8,0
7,Online,39.7,0
8,Online,49.8,0
8,ATM,61.9,0
20,POS,38.8,0
23,POS,51.8,1
7,POS,35.5,0
17,Online,51.8,0
13,POS,61.7,0
15,POS,37.2,1
14,ATM,49.7,1
14,POS,48.9,0
16,POS,48.6,0
14,ATM,50.8,0
23,POS,51,0
8,ATM,57,0
16,ATM,70.2,0
15,Online,58.2,1
8,POS,43.8,0
20,ATM,42.3,0
11,Online,30.5,1
12,POS,48.4,0
13,POS,47.2,0
20,POS,42,1
13,POS,45.7,0
16,Online,51.2,0
15,Online,43.5,0
23,POS,27.9,0
21,ATM,63.3,0
12,ATM,45,0
9,POS,43.7,0
19,ATM,29.7,0
11,Online,63.5,1
8,ATM,41.2,0
8,POS,59.9,0
8,ATM,44.9,0
21,POS,57,0
20,Online,36.6,0
11,POS,40.9,0
10,Online,40.4,0
15,Online,46.3,0
17,Online,51.1,0
11,ATM,52.8,0
19,ATM,41.5,0
20,ATM,35.3,0
15,ATM,42.1,0
18,POS,58.2,0
19,POS,71.6,0
21,POS,38.9,0
8,POS,56.6,0
7,POS,45.7,0
